account_id,customer_id,account_type,balance,currency,branch_code,status,opened_date,created_at,updated_at
20039,3956,Savings,221644.00,INR,BR003,ACTIVE,2024-04-04,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20040,1402,Savings,173379.55,INR,BR003,ACTIVE,2020-01-09,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20041,4035,Savings,221929.83,INR,BR003,ACTIVE,2024-08-28,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20042,1602,Savings,192533.55,INR,BR001,ACTIVE,2023-04-01,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20043,4000,Savings,470008.28,INR,BR002,ACTIVE,2022-06-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20044,1218,Savings,490145.58,INR,BR001,ACTIVE,2021-09-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20045,3378,Savings,420110.57,INR,BR001,ACTIVE,2023-05-02,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20046,1186,Savings,495216.63,INR,BR002,ACTIVE,2021-12-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20047,4453,Savings,133594.00,INR,BR002,ACTIVE,2020-05-01,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20048,3257,Savings,421619.63,INR,BR003,ACTIVE,2023-09-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20049,4635,Savings,203907.88,INR,BR002,ACTIVE,2022-09-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20050,1288,Savings,373322.06,INR,BR003,ACTIVE,2021-06-20,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20051,1088,Savings,101494.93,INR,BR001,ACTIVE,2021-07-27,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20052,4051,Savings,406166.09,INR,BR003,ACTIVE,2022-06-21,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20053,3184,Savings,42648.75,INR,BR002,ACTIVE,2022-03-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20054,3206,Current,136008.30,INR,BR003,ACTIVE,2022-12-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20055,3842,Savings,411154.36,INR,BR001,ACTIVE,2022-08-28,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20056,3968,Current,373832.45,INR,BR002,ACTIVE,2023-09-11,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20057,1155,Savings,251122.13,INR,BR002,ACTIVE,2022-10-04,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20058,4535,Current,336723.59,INR,BR004,ACTIVE,2023-10-23,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20059,1220,Current,93601.44,INR,BR003,ACTIVE,2024-10-28,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20060,2483,Savings,334214.05,INR,BR003,ACTIVE,2021-12-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20061,4239,Savings,4980.11,INR,BR003,ACTIVE,2020-11-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20062,1322,Savings,416774.72,INR,BR001,ACTIVE,2021-07-27,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20063,3739,Savings,258627.52,INR,BR001,ACTIVE,2022-03-20,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20064,1841,Current,471995.35,INR,BR002,ACTIVE,2020-05-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20065,2586,Savings,239603.97,INR,BR002,ACTIVE,2024-01-11,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20066,2837,Current,217110.55,INR,BR001,ACTIVE,2022-04-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20067,3560,Savings,225576.35,INR,BR003,ACTIVE,2020-07-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20068,3135,Savings,180504.58,INR,BR003,ACTIVE,2023-10-06,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20069,2569,Current,84170.87,INR,BR001,ACTIVE,2020-04-28,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20070,3323,Savings,421189.30,INR,BR003,ACTIVE,2020-04-02,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20071,3189,Savings,195153.62,INR,BR001,ACTIVE,2022-08-10,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20072,4790,Savings,265025.11,INR,BR003,ACTIVE,2020-04-01,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20073,2760,Current,10923.57,INR,BR003,ACTIVE,2022-03-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20074,1625,Savings,31066.68,INR,BR004,ACTIVE,2021-01-30,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20075,4862,Current,298994.43,INR,BR002,ACTIVE,2021-01-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20076,3964,Savings,439734.81,INR,BR003,ACTIVE,2024-12-31,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20077,1353,Savings,247204.52,INR,BR003,ACTIVE,2022-01-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20078,2029,Savings,83322.32,INR,BR001,ACTIVE,2023-03-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20079,3430,Savings,58947.53,INR,BR004,ACTIVE,2022-06-09,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20080,4796,Savings,449994.21,INR,BR004,ACTIVE,2020-02-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20081,4840,Savings,351117.29,INR,BR001,ACTIVE,2021-04-04,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20082,2358,Savings,483131.58,INR,BR001,ACTIVE,2021-10-28,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20083,1475,Savings,42091.96,INR,BR001,ACTIVE,2021-03-31,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20084,3010,Savings,451403.81,INR,BR003,ACTIVE,2023-09-15,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20085,1928,Savings,422970.52,INR,BR001,ACTIVE,2022-12-18,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20086,1030,Savings,446699.41,INR,BR002,ACTIVE,2024-05-02,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20087,4419,Savings,3875.72,INR,BR001,ACTIVE,2021-09-14,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20088,3970,Savings,371209.84,INR,BR003,ACTIVE,2021-12-09,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20089,3642,Current,274920.12,INR,BR002,ACTIVE,2023-11-23,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20090,3541,Savings,287016.54,INR,BR003,ACTIVE,2024-04-02,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20091,4820,Current,235131.79,INR,BR002,ACTIVE,2023-06-04,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20092,1495,Savings,371595.78,INR,BR002,ACTIVE,2020-07-23,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20093,4928,Savings,499919.81,INR,BR002,ACTIVE,2023-10-16,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20094,1388,Savings,355558.64,INR,BR003,ACTIVE,2022-02-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20095,1873,Savings,339347.16,INR,BR002,ACTIVE,2020-05-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20096,1835,Savings,327564.42,INR,BR004,ACTIVE,2021-11-18,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20097,4325,Savings,347910.62,INR,BR004,ACTIVE,2024-08-31,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20098,1630,Current,171714.12,INR,BR003,ACTIVE,2023-08-21,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20099,3987,Savings,160789.65,INR,BR004,ACTIVE,2021-11-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20100,1030,Savings,392384.65,INR,BR002,ACTIVE,2020-05-10,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20101,3671,Savings,27490.92,INR,BR001,ACTIVE,2022-12-28,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20102,4984,Savings,379864.62,INR,BR001,ACTIVE,2023-02-20,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20103,4838,Savings,407106.95,INR,BR002,ACTIVE,2023-02-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20104,4783,Savings,261277.38,INR,BR004,ACTIVE,2021-12-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20105,1807,Savings,455163.90,INR,BR002,ACTIVE,2024-08-30,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20106,3390,Savings,237070.63,INR,BR001,ACTIVE,2023-11-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20107,2833,Savings,89865.25,INR,BR001,ACTIVE,2024-06-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20108,2311,Savings,181337.93,INR,BR003,ACTIVE,2023-02-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20109,2969,Savings,453027.89,INR,BR001,ACTIVE,2020-07-11,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20110,4469,Savings,496875.41,INR,BR003,ACTIVE,2022-06-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20111,4049,Savings,211505.13,INR,BR004,ACTIVE,2023-01-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20112,4581,Savings,84256.43,INR,BR002,ACTIVE,2020-12-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20113,2961,Current,143878.31,INR,BR003,ACTIVE,2022-05-12,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20114,1244,Savings,277094.87,INR,BR002,ACTIVE,2023-04-04,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20115,1221,Savings,286475.86,INR,BR003,ACTIVE,2022-03-20,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20116,2180,Current,315399.64,INR,BR004,ACTIVE,2024-09-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20117,2407,Savings,417841.33,INR,BR004,ACTIVE,2020-11-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20118,2772,Savings,355895.86,INR,BR003,ACTIVE,2022-06-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20119,2344,Savings,131159.27,INR,BR003,ACTIVE,2022-05-28,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20120,3421,Current,198126.99,INR,BR004,ACTIVE,2020-02-01,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20121,1531,Savings,420068.48,INR,BR002,ACTIVE,2022-03-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20122,3263,Savings,317057.95,INR,BR004,ACTIVE,2023-02-09,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20123,3415,Savings,84042.61,INR,BR002,ACTIVE,2022-06-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20124,3162,Savings,163443.86,INR,BR003,ACTIVE,2022-03-02,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20125,4272,Savings,395754.37,INR,BR002,ACTIVE,2021-05-12,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20126,1025,Savings,86874.97,INR,BR003,ACTIVE,2022-11-20,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20127,3982,Current,345834.28,INR,BR002,ACTIVE,2020-10-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20128,2145,Current,282204.73,INR,BR003,ACTIVE,2021-01-25,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20129,2766,Savings,74589.98,INR,BR001,ACTIVE,2022-09-10,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20130,3659,Savings,344750.58,INR,BR001,ACTIVE,2021-09-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20131,1858,Savings,72032.14,INR,BR004,ACTIVE,2021-06-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20132,2027,Savings,199819.35,INR,BR004,ACTIVE,2022-01-13,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20133,1898,Savings,154971.40,INR,BR003,ACTIVE,2024-09-30,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20134,1773,Savings,345314.97,INR,BR002,ACTIVE,2020-10-04,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20135,3493,Savings,391398.82,INR,BR003,ACTIVE,2021-03-20,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20136,4326,Savings,84989.97,INR,BR001,ACTIVE,2020-05-03,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20137,1020,Current,406186.37,INR,BR001,ACTIVE,2022-05-31,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20138,2228,Savings,4599.81,INR,BR003,ACTIVE,2022-11-16,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20139,1806,Current,265499.22,INR,BR001,ACTIVE,2023-04-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20140,2381,Savings,258877.66,INR,BR004,ACTIVE,2023-05-09,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20141,3176,Savings,312286.89,INR,BR003,ACTIVE,2022-05-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20142,3406,Savings,120610.56,INR,BR004,ACTIVE,2020-06-10,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20143,4364,Savings,5918.56,INR,BR004,ACTIVE,2023-10-01,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20144,4246,Current,227926.70,INR,BR004,ACTIVE,2024-11-11,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20145,4805,Savings,36631.70,INR,BR001,ACTIVE,2022-07-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20146,4427,Savings,446204.75,INR,BR002,ACTIVE,2022-06-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20147,1881,Savings,87659.50,INR,BR002,ACTIVE,2020-12-07,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20148,4109,Savings,213191.25,INR,BR002,ACTIVE,2022-11-18,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20149,2334,Current,217566.19,INR,BR004,ACTIVE,2024-09-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20150,2685,Savings,276879.46,INR,BR003,ACTIVE,2022-02-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20151,3965,Current,391483.64,INR,BR004,ACTIVE,2023-04-14,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20152,4676,Savings,236601.93,INR,BR004,ACTIVE,2021-01-11,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20153,2606,Savings,13850.88,INR,BR003,ACTIVE,2024-09-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20154,2108,Savings,385784.10,INR,BR002,ACTIVE,2021-10-27,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20155,3558,Current,42004.48,INR,BR002,ACTIVE,2020-12-30,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20156,1444,Current,321135.09,INR,BR002,ACTIVE,2024-09-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20157,4492,Current,401911.32,INR,BR004,ACTIVE,2023-09-12,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20158,3043,Savings,142062.40,INR,BR004,ACTIVE,2022-04-24,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20159,2229,Savings,225104.13,INR,BR001,ACTIVE,2024-06-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20160,2512,Savings,8153.59,INR,BR002,ACTIVE,2024-03-31,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20161,1779,Savings,402133.72,INR,BR004,ACTIVE,2023-12-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20162,4160,Savings,351927.28,INR,BR001,ACTIVE,2022-04-16,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20163,3300,Savings,116462.31,INR,BR004,ACTIVE,2020-04-07,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20164,2747,Savings,195722.87,INR,BR004,ACTIVE,2021-04-25,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20165,2879,Savings,347962.93,INR,BR002,ACTIVE,2023-05-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20166,2055,Current,179723.40,INR,BR003,ACTIVE,2024-10-03,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20167,4941,Current,82044.97,INR,BR004,ACTIVE,2020-01-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20168,1421,Savings,259734.26,INR,BR004,ACTIVE,2023-09-07,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20169,2852,Savings,362060.22,INR,BR004,ACTIVE,2020-10-12,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20170,3109,Savings,161083.94,INR,BR002,ACTIVE,2022-12-13,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20171,1579,Savings,61764.36,INR,BR004,ACTIVE,2020-08-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20172,2250,Savings,414942.54,INR,BR001,ACTIVE,2020-11-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20173,4997,Savings,127148.13,INR,BR002,ACTIVE,2021-02-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20174,2987,Savings,256894.66,INR,BR001,ACTIVE,2022-03-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20175,2359,Savings,345980.23,INR,BR002,ACTIVE,2022-06-11,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20176,4911,Current,159220.52,INR,BR004,ACTIVE,2020-02-06,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20177,3627,Savings,324669.63,INR,BR004,ACTIVE,2021-12-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20178,3688,Savings,230395.04,INR,BR001,ACTIVE,2022-04-30,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20179,1111,Savings,285647.89,INR,BR001,ACTIVE,2024-06-18,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20180,1491,Savings,295697.48,INR,BR002,ACTIVE,2024-06-24,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20181,2296,Savings,412251.19,INR,BR002,ACTIVE,2020-04-19,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20182,2837,Savings,328506.81,INR,BR003,ACTIVE,2020-09-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20183,3082,Current,132889.04,INR,BR003,ACTIVE,2024-02-22,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20184,3260,Savings,30742.57,INR,BR003,ACTIVE,2021-03-08,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20185,4372,Savings,1990.79,INR,BR004,ACTIVE,2021-04-07,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20186,2397,Savings,452304.27,INR,BR001,ACTIVE,2021-10-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20187,3173,Savings,471112.92,INR,BR001,ACTIVE,2024-04-09,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20188,4175,Savings,47961.63,INR,BR003,ACTIVE,2024-10-10,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20189,2742,Savings,244039.76,INR,BR003,ACTIVE,2024-05-05,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20190,4192,Savings,76646.01,INR,BR002,ACTIVE,2021-06-25,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20191,4754,Savings,474425.79,INR,BR003,ACTIVE,2021-04-01,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20192,4619,Current,124169.43,INR,BR001,ACTIVE,2023-05-13,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20193,1894,Savings,251321.90,INR,BR002,ACTIVE,2024-07-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20194,3379,Savings,83644.48,INR,BR003,ACTIVE,2020-12-29,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20195,4830,Savings,167047.78,INR,BR004,ACTIVE,2020-09-11,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20196,2876,Savings,134136.37,INR,BR003,ACTIVE,2022-11-16,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20197,2950,Savings,238237.60,INR,BR004,ACTIVE,2023-10-01,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20198,4381,Savings,210471.20,INR,BR003,ACTIVE,2020-11-17,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20199,2594,Savings,166068.10,INR,BR002,ACTIVE,2023-08-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20200,1412,Savings,53832.93,INR,BR004,ACTIVE,2021-06-13,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20201,2423,Savings,242759.02,INR,BR004,ACTIVE,2024-02-27,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20202,3982,Savings,425253.80,INR,BR002,ACTIVE,2024-10-12,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20203,4378,Savings,365381.44,INR,BR004,ACTIVE,2024-04-26,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20204,2677,Savings,360566.87,INR,BR002,ACTIVE,2021-05-02,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
20205,4695,Savings,183679.78,INR,BR003,ACTIVE,2023-08-14,2026-09-10 11:36:56.634052,2026-09-10 11:36:56.634052
